Instance,YearOfRecord,HousingSituation,CrimeLevel,WorkExperience,Satisfation,Gender,Age,Country,SizeOfCity,Profession,UniversityDegree,WearsGlasses,HairColor,Height,YearlyIncomeInAddition,Income
716,1940,0,5,10,Somewhat Happy,male,25,Belarus,1093129,financial reviewer,#N/A,1,Brown,198,0 EUR,1571.61
717,1940,0,5,17,Happy,male,41,Belarus,37433,legislator,Bachelor,0,#N/A,198,0 EUR,319.18
718,1940,0,4,10,Happy,#N/A,17,Belarus,390378,postal service clerk,Bachelor,0,Black,183,0 EUR,882.69
719,1940,0,5,12,Happy,other,26,Belarus,203162,news analyst,Master,0,Black,195,0 EUR,1176.31
720,1940,0,6,20,Happy,male,49,Belarus,592598,parts salesperson,Bachelor,0,Brown,215,60740.57 EUR,61821.13
721,1940,0,5,13,Average,male,26,Belarus,64818,resource specialist,Bachelor,0,Black,141,0 EUR,308.44
722,1940,0,4,8,Somewhat Happy,male,16,Belarus,1215091,marine electronics technician,No,0,Brown,159,0 EUR,1128.64
723,1940,0,5,10,Happy,female,24,Belarus,81162,human resources specialist,Bachelor,0,Black,179,0 EUR,254.49
724,1940,0,4,11,Average,other,16,Belarus,97107,waterfront project manager,Master,1,Black,167,0 EUR,312.53
725,1940,0,6,22,Average,male,54,Belarus,12533,scanning operator,Master,1,Blond,143,0 EUR,564.39
726,1940,0,6,22,Average,#N/A,51,Belarus,1146547,security and fire alarm systems installer,Bachelor,0,Blond,160,0 EUR,1650.09
727,1940,0,5,15,Happy,#N/A,36,Belarus,961107,mechanical engineer,Master,1,Black,171,0 EUR,1031.52
728,1940,0,5,13,Average,male,25,Belarus,881877,product manager,Bachelor,1,Blond,217,0 EUR,880
729,1940,0,5,14,Average,unknown,29,Belarus,1701481,press officer,Bachelor,0,Brown,206,0 EUR,1639.63
730,1940,0,6,22,Average,male,53,Belarus,845017,sailor,PhD,0,Brown,180,0 EUR,1575.52
731,1940,0,5,16,Happy,male,38,Belarus,30670,ordered deductions analyst,#N/A,1,Blond,207,0 EUR,339.78
732,1940,0,5,13,Happy,female,33,Belarus,19656,housekeeping cleaner,Bachelor,1,Blond,183,0 EUR,300.48
733,1940,0,6,26,Average,male,65,Belarus,2666154,pumping station operator,No,1,Red,195,0 EUR,1696.78
734,1940,0,5,10,Happy,female,23,Belarus,49004,mining engineer,No,1,Black,156,0 EUR,246.06
735,1940,0,5,13,Average,male,25,Belarus,579013,public health detailing specialist,No,1,#N/A,185,66168.55 EUR,66976
736,1940,0,5,11,Somewhat Happy,other,23,Belarus,1490084,peoplesoft developer,No,0,Brown,191,0 EUR,1170.67
737,1940,0,5,16,Average,male,31,Belarus,573692,space scientists,No,0,Blond,187,0 EUR,873.56
738,1940,0,5,14,Average,male,30,Belarus,1107336,purchasing manager,Bachelor,0,Brown,169,0 EUR,1525.63
739,1940,0,6,22,Average,other,49,Belarus,1692790,space analyst,Bachelor,1,Brown,191,0 EUR,2146.59
740,1940,0,5,16,Somewhat Happy,female,45,Belarus,1017869,foster care program evaluator,Bachelor,1,Blond,152,0 EUR,1450.59
741,1940,0,5,13,Average,other,26,Belarus,554826,senior investigative auditor,Bachelor,1,Blond,153,0 EUR,1024.11
742,1940,0,5,18,Average,female,42,Belarus,996974,radio and telecommunications equipment installer,#N/A,1,Red,127,0 EUR,1442.09
743,1940,0,6,22,Average,female,52,Belarus,539295,security guard,0,0,Black,166,0 EUR,1676.84
744,1940,0,5,18,#N/A,unknown,42,Belarus,427993,regional field administrative assistant,Bachelor,1,Black,178,0 EUR,1154.02
745,1940,0,4,12,Average,male,19,Belarus,3042,team coach team leader,Master,0,Black,152,0 EUR,387.09
746,1940,0,4,6.3,Happy,female,17,Belarus,932944,ordnance handling expert,Bachelor,0,Black,183,0 EUR,844.77
747,1940,0,4,11,Average,female,22,Belarus,1440248,program analyst,#N/A,1,Black,166,0 EUR,1501.84
748,1940,0,4,11,Average,male,18,Belarus,1928871,surveyor,Bachelor,1,Blond,166,0 EUR,1621.12
749,1940,0,5,16,Average,female,35,Belarus,719739,quality control case reviewer,Bachelor,1,Blond,145,0 EUR,1052.25
750,1940,0,6,22,Average,female,50,Belarus,1197780,social science research assistant,Master,0,Brown,156,0 EUR,1884.88
751,1940,0,5,16,Average,other,36,Belarus,161246,public health nurse,Master,1,Blond,194,141369.55 EUR,142530.62
752,1940,0,6,24,Somewhat Happy,male,63,Belarus,1173227,paperhanger,Bachelor,0,Blond,177,0 EUR,1705.15
753,1940,0,6,21,Somewhat Happy,male,52,Belarus,2128594,pile-driver operator,PhD,1,Blond,162,0 EUR,2254.36
754,1940,0,4,10,Happy,male,19,Belarus,682722,optical network engineer,Bachelor,0,#N/A,183,0 EUR,866.4
755,1940,0,4,9,Happy,male,20,Belarus,353250,lead business analyst,No,1,Brown,171,0 EUR,695.66
756,1940,0,5,12,Happy,other,26,Belarus,25516,plumbing and fire suppression engineer,Master,1,Brown,180,0 EUR,338.59
757,1940,0,4,10,Average,female,17,Belarus,25027,reporter,Bachelor,0,Blond,154,0 EUR,250.87
758,1940,0,6,22,Average,#N/A,54,Belarus,67866,public records aide,No,0,Brown,194,0 EUR,333.46
759,1940,0,5,15,Happy,female,43,Belarus,1569,field tech,Bachelor,0,#N/A,164,0 EUR,269.37
760,1940,0,5,16,Average,unknown,31,Belarus,675030,Agent,PhD,0,Red,151,0 EUR,1543.63
761,1940,0,6,21,Average,female,50,Belarus,1337722,senior construction manager,Bachelor,1,Blond,121,143595.32 EUR,145134.21
762,1940,0,6,24,Happy,male,64,Belarus,903213,labor law investigator,Bachelor,1,Brown,179,0 EUR,1137.77
763,1940,0,5,18,Average,male,41,Belarus,99458,project development coordinator,Master,1,Brown,185,0 EUR,504.93
764,1940,0,5,15,Average,male,31,Belarus,1503691,senior general counsel,Bachelor,1,Blond,174,0 EUR,1478.7
765,1940,0,5,16,Average,male,33,Belarus,258882,special consultant,Master,1,Black,166,0 EUR,1188.74
766,1940,0,5,14,Somewhat Happy,male,33,Belarus,1170156,operations manager,PhD,0,Black,166,0 EUR,2016.99
767,1940,0,4,9,Average,#N/A,15,Belarus,49918,psychologist,Bachelor,0,Black,169,0 EUR,268.6
768,1940,0,6,18,Happy,female,52,Belarus,197160,explosives worker,Bachelor,1,Blond,155,0 EUR,979.94
769,1940,0,6,21,Happy,other,52,Belarus,718616,physician assistant,Bachelor,0,Blond,172,134353.9 EUR,135611.51
770,1940,0,5,16,Happy,other,38,Belarus,813600,media worker,Master,0,Blond,178,0 EUR,1277.23
771,1940,0,5,19,Somewhat Happy,male,44,Belarus,2329397,personnel associate,Master,0,Blond,199,0 EUR,1865.93
772,1940,0,5,16,Somewhat Happy,#N/A,38,Belarus,1698418,parking enforcement officer,Bachelor,0,Black,189,70913.67 EUR,72547.44
773,1940,0,4,11,Somewhat Happy,male,22,Belarus,1072519,podiatrist,PhD,0,Black,186,112627.03 EUR,114667.65
774,1940,0,5,18,Average,male,38,Belarus,279476,summer graduate intern,Bachelor,1,Brown,142,0 EUR,975.44
775,1940,0,5,17,Average,other,38,Belarus,5695,program managercadd coordinator,Bachelor,0,Blond,170,0 EUR,284.72
776,1940,0,6,21,Somewhat Happy,female,54,Belarus,1033428,neigborhood resiliency specialist,Master,0,Black,146,0 EUR,1824.17
777,1940,0,6,18,Happy,#N/A,46,Belarus,39145,marine oilermate,No,0,Black,180,0 EUR,326.21
778,1940,0,4,9,Average,other,17,Belarus,1296766,administrative office assistant,Master,0,Brown,153,0 EUR,1620.64
779,1940,0,5,16,Average,other,35,Belarus,96353,public relations manager,No,1,Black,188,0 EUR,328.98
780,1940,0,5,13,Average,male,23,Belarus,408421,speech-language pathologist,Bachelor,0,Brown,178,0 EUR,1045.88
781,1940,0,5,16,Average,male,35,Belarus,558712,securities commodities and financial services sales agent,No,0,Black,169,0 EUR,895.82
782,1940,0,87,18,Happy,male,44,Belgium,98118,parking lot attendant,Bachelor,0,Black,201,0 EUR,960.93
783,1940,0,76,13,Average,male,27,Belgium,51202,radio operators,Bachelor,1,Black,163,0 EUR,801.03
784,1940,0,89,23,Average,other,48,Belgium,1305429,Agent,PhD,1,Black,210,0 EUR,3859.51
785,1940,0,91,21,Somewhat Happy,male,51,Belgium,1309020,physical scientist,Bachelor,0,Blond,190,0 EUR,2559
786,1940,0,71,10,Happy,0,22,Belgium,86819,occupational therapist,No,0,Blond,168,0 EUR,618.84
787,1940,0,94,25,Average,other,59,Belgium,1471756,senior engineer,Bachelor,1,Blond,194,0 EUR,2692.02
788,1940,0,96,26,Average,male,64,Belgium,60572,residential advisor,Bachelor,1,Black,173,0 EUR,990.15
789,1940,0,72,10,Somewhat Happy,other,23,Belgium,1365902,lead expense management analyst,Bachelor,1,Black,158,0 EUR,2132.65
790,1940,0,90,21,Average,unknown,49,Belgium,236874,quality management specialist,Master,0,Brown,195,0 EUR,2465.06
791,1940,0,74,13,Average,male,25,Belgium,347536,senior security analyst,Master,0,Brown,137,0 EUR,2250.68
792,1940,0,86,18,Average,female,42,Belgium,602952,safety engineer,Bachelor,1,Black,161,0 EUR,2047.89
793,1940,0,79,15,Average,unknown,30,Belgium,1083735,registered dental hygienist,No,1,Blond,207,0 EUR,2195.89
794,1940,0,68,10,Happy,#N/A,19,Belgium,754696,police surgeon,PhD,1,Brown,152,155843.65 EUR,158235.3
795,1940,0,88,20,Average,other,46,Belgium,683889,public health nurse,Bachelor,0,Black,177,0 EUR,1984.96
796,1940,0,92,23,Average,male,54,Belgium,91022,senior operations associate,Master,0,Brown,189,0 EUR,1228.79
797,1940,0,64,6.3,Average,female,16,Belgium,1148702,quality child care manager,Bachelor,0,Brown,160,0 EUR,2108.84
798,1940,0,68,11,Average,male,19,Belgium,1267151,senior design engineer,Bachelor,1,Black,201,0 EUR,2455.4
799,1940,0,93,23,Average,male,56,Belgium,28511,revenue agent,Bachelor,0,Brown,163,0 EUR,984.09
800,1940,0,98,28,Average,#N/A,69,Belgium,1198513,security system administrator,Bachelor,0,Brown,171,0 EUR,2554.2
801,1940,0,79,15,Average,female,31,Belgium,1298244,safe event coordinator,No,0,Black,147,0 EUR,2014.33
802,1940,0,93,18,Happy,male,55,Belgium,34134,criminalist,Master,0,Blond,178,0 EUR,899.88
803,1940,0,87,20,Average,male,43,Belgium,129923,strategic partnership liaison,No,1,Blond,162,0 EUR,1637.27
804,1940,0,93,24,Average,other,57,Belgium,21968,senior director,Master,0,Red,210,0 EUR,1517.27
805,1940,0,85,18,#N/A,male,39,Belgium,660348,school mental health training coordinator,Bachelor,0,Black,175,0 EUR,1855.63
806,1940,0,78,14,Average,female,29,Belgium,678614,statistical analyst,Bachelor,1,Brown,129,0 EUR,1969.29
807,1940,0,97,25,Somewhat Happy,other,67,Belgium,1461042,office assistant,Bachelor,0,Black,168,0 EUR,2430.53
808,1940,0,68,10,Happy,other,19,Belgium,938462,office clerk,No,0,Black,201,0 EUR,1416.93
809,1940,0,67,11,Average,other,18,Belgium,853512,quality assurance engineer,#N/A,0,Brown,199,0 EUR,1099.79
810,1940,0,85,15,#N/A,male,40,Belgium,2133532,home health aide,No,0,Red,186,2335.87 EUR,4124.14
811,1940,0,93,21,Happy,male,55,Belgium,83322,network services manager,Master,1,Black,155,0 EUR,1019.73
812,1940,0,69,6.3,Happy,female,20,Belgium,811898,loan counselor,Bachelor,0,Blond,130,45317.01 EUR,46897.32
813,1940,0,69,10,Somewhat Happy,female,20,Belgium,1368675,meeting and convention planner,Master,1,Black,163,0 EUR,2600.23
814,1940,0,95,23,Happy,other,62,Belgium,90406,it security officer,Master,1,Red,193,0 EUR,1598.66
815,1940,0,65,11,Average,male,17,Belgium,297105,senior windows administrator,Bachelor,0,Blond,161,0 EUR,1652.66
816,1940,0,84,16,Somewhat Happy,other,38,Belgium,1207351,operations manager,No,1,Brown,165,0 EUR,1984.44
817,1940,0,83,14,Somewhat Happy,male,37,Belgium,1646391,hairdresser,Bachelor,0,Blond,152,0 EUR,2120.14
818,1940,0,64,7,Happy,male,16,Belgium,55682,it infrastructure project manager,Bachelor,0,Blond,135,0 EUR,993.95
819,1940,0,89,20,Average,male,48,Belgium,760720,rezoning manager,No,1,Brown,168,0 EUR,1460.58
820,1940,0,89,20,Average,female,48,Belgium,859912,procurement clerk,Bachelor,1,Black,194,0 EUR,1709.58
821,1940,0,74,6.3,Happy,female,25,Belgium,35189,food scientist,Bachelor,1,Black,142,0 EUR,1044.48
822,1940,0,95,24,Happy,unknown,61,Belgium,93337,nutrition consultant,No,1,Black,186,0 EUR,787.65
823,1940,0,95,23,Happy,female,61,Belgium,66416,molder,No,1,Black,154,0 EUR,947.23
824,1940,0,83,17,Average,female,36,Belgium,1797349,senior police administrative aide,PhD,1,#N/A,168,0 EUR,3730.26
825,1940,0,94,23,Average,other,58,Belgium,66131,purchasing agent - buyer,No,0,Red,165,0 EUR,689.96
826,1940,0,81,13,Happy,unknown,33,Belgium,383800,it relationship manager,No,0,Brown,185,0 EUR,1484.01
827,1940,0,80,14,Happy,other,32,Belgium,183482,mining engineer,No,1,Brown,158,0 EUR,1498.41
828,1940,0,95,26,Average,male,62,Belgium,1290457,stock clerk,Master,1,Black,148,0 EUR,3052.95
829,1940,0,93,22,Somewhat Happy,male,57,Belgium,1616775,logging worker,#N/A,1,Blond,182,0 EUR,1788.11
830,1940,0,97,26,Somewhat Happy,female,67,Belgium,1102564,agricultural scientist,Master,1,Black,164,0 EUR,2908.22
831,1940,0,78,12,Happy,male,29,Belgium,406494,industrial program compliance analyst,Master,1,Black,192,0 EUR,2013.92
832,1940,0,74,11,Somewhat Happy,male,25,Belgium,1178665,massage therapist,0,1,Blond,186,0 EUR,3492.19
833,1940,0,69,9,Happy,male,20,Belgium,36135,licensed vocational nurse,Bachelor,0,Black,171,79867.9 EUR,80556.3
834,1940,0,64,6.3,Average,female,16,Belgium,611705,program assistant,Bachelor,0,Brown,154,6181.85 EUR,7793.67
835,1940,0,93,22,Somewhat Happy,unknown,56,Belgium,1102338,occupational therapist,#N/A,0,Black,164,0 EUR,1817.66
836,1940,0,73,12,Happy,male,24,Belgium,987598,postmaster,No,1,Blond,175,0 EUR,1412.81
837,1940,0,88,21,Average,male,46,Belgium,2808904,triage nurse,Master,0,Blond,165,0 EUR,3379.03
838,1940,0,67,9,Happy,male,18,Belgium,184332,nursing supervisor,No,1,Black,170,0 EUR,1384.05
839,1940,0,78,14,Happy,male,29,Belgium,33533,postal office clerk,Master,0,Blond,182,0 EUR,930.37
840,1940,0,76,13,Happy,male,27,Belgium,4326,capacity building assistance specialist,Bachelor,0,Black,190,0 EUR,887.99
841,1940,0,83,17,Average,female,37,Belgium,1559862,reinforcing iron worker,Bachelor,1,Blond,158,0 EUR,2477.92
842,1940,0,77,14,#N/A,#N/A,28,Belgium,360766,research scientist,Bachelor,1,Brown,161,0 EUR,1711.37
843,1940,0,83,16,Somewhat Happy,male,36,Belgium,2549308,plumber,Bachelor,0,Black,209,0 EUR,2323.53
844,1940,0,91,22,Average,unknown,51,Belgium,70979,service asset configuration manager,Bachelor,0,Blond,183,0 EUR,1037.21
845,1940,0,95,25,Average,male,61,Belgium,1454380,radiation therapist,Bachelor,1,Blond,176,0 EUR,2936.68
846,1940,0,67,10,Average,female,18,Belgium,2161746,security and fire alarm systems installer,Bachelor,0,Black,156,0 EUR,2220.22
847,1940,0,88,17,Happy,male,45,Belgium,477527,lead designer,Bachelor,0,Black,154,44101.56 EUR,45956.36
848,1940,0,94,22,Happy,female,58,Belgium,9719,lead designer,No,1,Blond,173,0 EUR,753.61
849,1940,0,68,11,Average,other,19,Belgium,151172,senior counsel,Bachelor,1,Blond,185,0 EUR,1746.16
850,1940,0,101,28,Happy,other,78,Belgium,25685,labor relations attorney,Bachelor,1,Brown,165,0 EUR,961.74
851,1940,0,65,9,#N/A,male,17,Belgium,1139208,packager,#N/A,1,Black,202,0 EUR,1483.85
852,1940,0,83,16,Average,other,36,Belgium,92304,procurement contracting officer,Master,0,Blond,202,0 EUR,886.27
853,1940,0,74,12,Somewhat Happy,unknown,25,Belgium,3224752,paralegal assistant supervisor,Bachelor,1,Brown,192,0 EUR,2317.73
854,1940,0,90,21,Average,other,49,Belgium,522598,quality improvement specialist,No,0,#N/A,184,0 EUR,1875.93
855,1940,0,83,17,Average,other,37,Belgium,59741,program managercadd coordinator,#N/A,0,Brown,210,0 EUR,554.89
856,1940,0,84,16,Happy,other,38,Belgium,930119,physicist,Bachelor,1,Black,156,0 EUR,1838.57
857,1940,0,82,12,Happy,unknown,35,Belgium,461597,energy analyst,Master,0,Black,173,0 EUR,1905.85
858,1940,0,90,21,Average,female,50,Belgium,955075,quality assurance manager,Bachelor,1,Blond,167,0 EUR,1822.58
859,1940,0,96,26,Average,male,65,Belgium,1418206,recruitment assistant,Bachelor,1,Black,155,0 EUR,2425.64
860,1940,0,65,6.3,Happy,female,17,Belgium,752334,power plant operator,Master,1,#N/A,166,0 EUR,1904.73
861,1940,0,83,15,Somewhat Happy,#N/A,37,Belgium,1868611,mail superintendent,No,0,Red,196,26683.01 EUR,28632.79
862,1940,0,81,17,Average,male,34,Belgium,887659,senior port engineer,No,1,Blond,238,0 EUR,1844.06
863,1940,0,76,14,Average,unknown,27,Belgium,59256,senior case support associate,Bachelor,0,Brown,183,0 EUR,905.53
864,1940,0,67,12,#N/A,other,18,Belgium,895342,summer communications assistant,No,1,Black,197,0 EUR,1515.73
865,1940,0,70,8,Somewhat Happy,male,21,Belgium,2532205,design manager,Bachelor,1,Brown,197,0 EUR,2046.51
866,1940,0,63,9,Average,0,15,Belgium,1077521,procurement analyst,Bachelor,0,Brown,201,0 EUR,2182.01
867,1940,0,82,17,Average,male,35,Belgium,549971,school mental health consultant,Master,0,Black,197,0 EUR,2025.5
868,1940,0,70,10,Happy,male,21,Belgium,472290,placement staff nurse,Bachelor,0,Black,151,0 EUR,1665.78
869,1940,0,81,15,Somewhat Happy,male,34,Belgium,2176077,operations customer service liaison,Master,0,Black,186,0 EUR,2590.61
870,1940,0,88,19,Average,male,45,Belgium,25020,program executive,#N/A,0,Brown,177,0 EUR,561.75
871,1940,0,89,21,Average,male,48,Belgium,8180,safety auditor,Bachelor,1,#N/A,217,0 EUR,1142.39
872,1940,0,68,9,Somewhat Happy,male,19,Belgium,1629336,letterer and sign painter,Master,0,Brown,203,0 EUR,2474.79
873,1940,0,95,24,Average,#N/A,60,Belgium,607765,public health detailing specialist,Master,1,Brown,204,0 EUR,2464.63
874,1940,0,94,22,Happy,other,58,Belgium,870907,logging worker,Master,0,Black,154,0 EUR,2528.46
875,1940,0,69,11,Somewhat Happy,unknown,20,Belgium,1044742,plumbing and fire suppression engineer,Bachelor,1,Blond,186,0 EUR,2291.85
876,1940,0,61,8,Happy,#N/A,14,Belgium,739943,painter,Bachelor,0,Red,178,0 EUR,1599.17
877,1940,0,80,15,Average,male,32,Belgium,508227,project specialist,#N/A,1,Black,178,0 EUR,1333.34
878,1940,0,83,15,Somewhat Happy,other,37,Belgium,2092630,network engineer,No,0,Black,156,3162.9 EUR,5027.55
879,1940,0,80,15,Average,female,32,Belgium,68224,residential advisor,#N/A,0,Red,176,0 EUR,505.93
880,1940,0,68,10,Average,female,19,Belgium,74294,program assistant,Bachelor,0,Black,171,0 EUR,673.5
881,1940,0,73,12,Somewhat Happy,unknown,24,Belgium,1133193,police administrative aide,Bachelor,1,Brown,186,0 EUR,2254.96
882,1940,0,92,23,Average,other,54,Belgium,833466,senior program manager,Master,0,Blond,202,0 EUR,2647.1
883,1940,0,69,10,Happy,female,20,Belgium,894481,nutrition consultant,Bachelor,1,Blond,157,0 EUR,1638.7
884,1940,0,91,21,Average,female,51,Belgium,1998215,qa senior auditor,Bachelor,1,Brown,169,0 EUR,2313.68
885,1940,0,74,11,Happy,female,25,Belgium,635300,loan counselor,#N/A,1,Brown,159,0 EUR,1170.52
886,1940,0,89,19,#N/A,male,47,Belgium,1253431,optician,PhD,1,Blond,169,0 EUR,3482.17
887,1940,0,80,14,Happy,other,32,Belgium,631391,parks enforcement patrol,No,0,Red,162,0 EUR,1464.69
888,1940,0,97,26,Happy,other,66,Belgium,9223,plan management specialist,Bachelor,1,Unknown,196,0 EUR,1134.22
889,1940,0,72,11,Average,#N/A,23,Belgium,38956,project cost estimator,Bachelor,0,Black,156,0 EUR,664.74
890,1940,0,79,14,Average,male,30,Belgium,38629,security and fire alarm systems installer,No,0,Brown,143,0 EUR,591.09
891,1940,0,93,23,#N/A,other,56,Belgium,291715,public relations specialist,#N/A,1,Black,181,111520.47 EUR,112850.39
892,1940,0,65,6.3,Happy,female,17,Belgium,609991,office manager,Master,0,Brown,160,0 EUR,1943.35
893,1940,0,69,8,Happy,other,20,Belgium,88072,family advocate,Bachelor,1,Blond,166,0 EUR,648.8
894,1940,0,67,10,Average,male,18,Belgium,2200773,receivables/payables analyst,Bachelor,1,Brown,175,0 EUR,2199.56
895,1940,0,95,25,Average,female,60,Belgium,1361511,solutions director,No,1,Red,167,0 EUR,2299.56
896,1940,0,70,10,Happy,0,21,Belgium,776335,operations customer service liaison,Bachelor,0,Blond,162,0 EUR,1715.74
897,1940,0,74,14,Average,male,25,Belgium,1820368,senior security analyst,Bachelor,1,Black,184,0 EUR,2495.12
898,1940,0,84,18,Average,female,38,Belgium,1406156,senior stationary engineer,#N/A,1,Black,172,0 EUR,1559.98
899,1940,0,94,23,Happy,male,58,Belgium,857600,performer,#N/A,1,Blond,172,0 EUR,1703.8
900,1940,0,70,10,Happy,female,21,Belgium,373103,paralegal aide,No,1,Blond,122,0 EUR,1378.36
901,1940,0,94,24,Average,male,58,Belgium,26091,religious worker,No,0,Blond,196,0 EUR,839.51
902,1940,0,81,15,Average,male,33,Belgium,812843,project cost estimator,No,1,Brown,169,0 EUR,1624.47
903,1940,0,92,20,Somewhat Happy,female,53,Belgium,1270869,loan officer,Bachelor,0,#N/A,158,0 EUR,2355.79
904,1940,0,61,8,Happy,male,14,Belgium,16604,materials engineer,Bachelor,1,Black,217,0 EUR,678.67
905,1940,0,88,16,Happy,female,45,Belgium,817966,hro application support manager,Master,1,Black,142,0 EUR,2177.09
906,1940,0,74,15,Average,unknown,25,Belgium,892262,Actress,No,1,Blond,182,0 EUR,1725.44
907,1940,0,89,19,Somewhat Happy,male,48,Belgium,1711404,paramedic,PhD,1,#N/A,162,0 EUR,3284.25
908,1940,0,73,11,Happy,male,24,Belgium,138572,placement staff nurse,#N/A,0,Brown,153,0 EUR,1153.5
909,1940,0,76,14,Average,male,27,Belgium,239919,sheet metal worker,Master,1,Brown,174,0 EUR,2125.9
910,1940,0,77,11,#N/A,other,28,Belgium,45825,facility operations custodial assistant,Master,0,Black,196,0 EUR,837.6
911,1940,0,86,18,Happy,male,41,Belgium,5530,policy writer,Bachelor,1,Black,204,0 EUR,866.81
912,1940,0,65,9,Happy,male,17,Belgium,166143,.net software developer,No,1,Blond,190,0 EUR,1435.62
913,1940,0,67,9,Happy,male,18,Belgium,28811,laboratory microbiologist,Master,0,Brown,192,0 EUR,820.05
914,1940,0,95,23,Somewhat Happy,male,61,Belgium,2056126,lease analyst,Bachelor,0,Brown,178,0 EUR,2424.04
915,1940,0,68,12,Average,other,19,Belgium,454749,truck driver,No,1,#N/A,151,131657.08 EUR,133244.61
916,1940,0,78,19,Happy,male,48,Benin,105372,order filler,Bachelor,0,Black,159,0 EUR,2222.71
917,1940,0,63,13,Average,female,23,Benin,1826176,senior operations associate,No,0,Red,185,4017.55 EUR,6255.85
918,1940,0,56,10,Average,female,16,Benin,806783,rental clerk,Bachelor,1,Blond,168,0 EUR,1873.71
919,1940,0,79,20,Happy,male,51,Benin,208138,medical examiner assistant,Master,0,Black,186,92899.99 EUR,95661.35
920,1940,0,78,20,Average,female,47,Benin,729235,senior early childhood education consultant,Bachelor,1,Black,155,0 EUR,1921.86
921,1940,0,62,12,Average,unknown,22,Benin,1645628,senior data scientist,#N/A,0,Brown,178,0 EUR,1771.7
922,1940,0,73,17,Happy,other,38,Benin,817955,payroll systems analyst,PhD,0,Brown,205,0 EUR,2835.46
923,1940,0,79,21,Average,other,50,Benin,992943,public warning specialist,PhD,1,Black,200,0 EUR,2791.76
924,1940,0,77,19,Happy,other,45,Benin,46357,preplacement nurse practitioner,Bachelor,0,Black,161,0 EUR,1530.45
925,1940,0,72,15,Somewhat Happy,female,36,Benin,1624454,petroleum technician,Master,0,Black,164,0 EUR,2978.88
926,1940,0,79,20,Somewhat Happy,male,50,Benin,1144415,patternmaker,Master,1,Blond,169,0 EUR,2928.78
927,1940,0,88,26,Happy,other,79,Benin,363869,cranes & derricks inspector,Master,1,Blond,187,0 EUR,2464.19
928,1940,0,61,11,Average,other,20,Benin,1697531,rancher,#N/A,0,Black,172,0 EUR,1621.79
929,1940,0,57,6.3,Happy,female,17,Benin,707515,order filler,No,0,Brown,171,0 EUR,1555.01
930,1940,0,71,15,Average,other,34,Benin,989431,program executive,No,1,Blond,173,0 EUR,1754.17
931,1940,0,78,22,Average,other,48,Benin,1009293,summer college intern,Bachelor,0,Blond,208,0 EUR,2796.68
932,1940,0,89,30,Happy,other,80,Benin,861400,news and street vendor,No,1,Brown,210,0 EUR,2333.3
933,1940,0,74,18,Average,female,39,Benin,15111,senior program officer,#N/A,0,Black,149,0 EUR,769.4
934,1940,0,76,18,Somewhat Happy,other,43,Benin,1130162,materials engineer,Master,1,Brown,200,0 EUR,3023.75
935,1940,0,72,18,Average,female,36,Benin,284039,transportation storage and distribution manager,Bachelor,0,Blond,162,0 EUR,1990.71
936,1940,0,61,6.3,Somewhat Happy,female,20,Benin,1350238,museum technician,No,0,Brown,148,72735.78 EUR,74705.23
937,1940,0,57,10,Average,male,17,Benin,1421096,railroad conductor,Bachelor,1,#N/A,159,51308.92 EUR,53705.23
938,1940,0,84,26,Average,other,63,Benin,1215386,special examiner,Master,0,Black,180,0 EUR,3870.29
939,1940,0,59,12,Average,female,19,Benin,82713,vp for project management,#N/A,1,Brown,150,0 EUR,591.52
940,1940,0,70,16,Average,male,32,Benin,386136,senior urban designer,Bachelor,0,Blond,172,0 EUR,1932.1
941,1940,0,71,15,Happy,female,34,Benin,78313,physician assistant,Master,1,Black,182,0 EUR,1323.59
942,1940,0,73,18,Average,unknown,38,Benin,190843,steamfitter,PhD,0,Black,205,0 EUR,2864.38
943,1940,0,55,8,Somewhat Happy,male,15,Benin,1058513,liaison,Bachelor,0,Black,176,0 EUR,2282.63
944,1940,0,58,9,Happy,male,18,Benin,878329,liaison,Master,0,Black,209,82155.99 EUR,84374.19
945,1940,0,73,14,Happy,female,38,Benin,671066,hro application support manager,Master,0,Black,139,0 EUR,2241.77
946,1940,0,76,15,Happy,female,43,Benin,36957,financial examiner,Master,0,Red,165,0 EUR,1055.04
947,1940,0,77,19,Happy,other,46,Benin,91849,physician assistant,Master,0,Unknown,173,0 EUR,1310.7
948,1940,0,84,24,Somewhat Happy,other,63,Benin,1546969,news analyst,Master,1,Black,152,0 EUR,3486.6
949,1940,0,81,21,Somewhat Happy,female,55,Benin,1870143,network administrator,Bachelor,0,#N/A,146,0 EUR,2635.32
950,1940,0,84,26,Average,male,64,Benin,45615,regulatory and licensing specialist,No,0,Blond,163,63356.56 EUR,64229.53
951,1940,0,77,19,Happy,other,46,Benin,81682,policy advisor,Master,1,Black,158,0 EUR,1403.11
952,1940,0,72,15,Somewhat Happy,unknown,36,Benin,1390370,marketing and sales manager,#N/A,0,Brown,177,0 EUR,1716.91
953,1940,0,81,24,Average,female,56,Benin,817991,systems analyst,Master,0,Black,167,0 EUR,2856.16
954,1940,0,81,22,Happy,other,55,Benin,963829,plumber's helper,Bachelor,1,Black,184,0 EUR,2518.23
